Electronic_Book_Review,academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Magazine', 'http://dbpedia.org/ontology/PeriodicalLiterature'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
David_Huffaker,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Igor_Shabalin,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Configurations_(journal),academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Journal_of_International_Commercial_Law_and_Technology,academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Jane_Fountain,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Human_Technology,academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Anuario_Colombiano_de_Historia_Social_y_de_la_Cultura,academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Journal_of_Materials_Processing_Technology,academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Crossings_(journal),academicDiscipline,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/AcademicJournal', 'http://dbpedia.org/ontology/Work'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Fotini_Markopoulou-Kalamara,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Huseyn_Huseynov,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Uddhab_Bharali,academicDiscipline,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Myhailo_Yadrenko,award,Technology,"Invalid (No expected domain, range does not match)","['', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote'}, 'http://dbpedia.org/ontology/Award', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Larsen_&_Toubro,division,Technology,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Company'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Tullio_DeSantis,field,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/Artist', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Diego_Comin,field,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/Artist', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Xiaolan_Fu,field,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/Artist', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Daniel_Trefler,field,Technology,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/Artist', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Simon_Raab,field,Technology,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/Artist', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Digital_Planet,format,Technology,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/RadioProgram'}, '', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
Planet_PC,genre,Technology,"Invalid (No expected domain, range does not match)","['', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Magazine'}, 'http://dbpedia.org/ontology/Genre', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
The_Grid_(American_TV_series),genre,Technology,"Invalid (No expected domain, range does not match)","['', {'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Work'}, 'http://dbpedia.org/ontology/Genre', {'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}]"
